Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,47.099998,47.326000,44.279999,46.006001,46.006001,95953500
2016-08-08,45.599998,46.307999,44.681999,45.122002,45.122002,52520500
2016-08-15,45.203999,45.900002,44.458000,45.000000,45.000000,47312500
2016-08-22,44.834000,45.698002,43.764000,43.998001,43.998001,67110500
2016-08-29,44.029999,44.080002,39.240002,39.556000,39.556000,118161000
2016-09-05,39.804001,41.299999,38.740002,38.894001,38.894001,75832000
2016-09-12,39.000000,41.139999,38.689999,41.080002,41.080002,78720500
2016-09-19,41.400002,42.035999,40.312000,41.490002,41.490002,63158000
2016-09-26,41.299999,42.200001,39.910000,40.806000,40.806000,65846500
2016-10-03,42.459999,43.133999,39.160000,39.321999,39.321999,98076500
2016-10-10,40.270000,40.827999,39.259998,39.301998,39.301998,71899500
2016-10-17,39.410000,41.332001,38.400002,40.018002,40.018002,126210500
2016-10-24,40.200001,42.740002,39.966000,39.993999,39.993999,141016000
2016-10-31,40.498001,40.498001,37.192001,38.112000,38.112000,119023500
2016-11-07,38.717999,39.498001,36.084000,37.712002,37.712002,130248000
2016-11-14,37.599998,38.599998,35.638000,37.004002,37.004002,119930000
2016-11-21,37.007999,39.448002,36.742001,39.330002,39.330002,86112000
2016-11-28,39.096001,39.869999,36.000000,36.293999,36.293999,108421500
2016-12-05,36.501999,38.768002,36.501999,38.436001,38.436001,94211500
2016-12-12,38.560001,40.599998,38.236000,40.498001,40.498001,102151000
2016-12-19,40.498001,42.689999,39.967999,42.667999,42.667999,105832000
2016-12-26,42.976002,44.759998,42.335999,42.737999,42.737999,91929000
2017-01-02,42.972000,46.062000,42.192001,45.801998,45.801998,142882000
2017-01-09,45.793999,47.570000,45.116001,47.549999,47.549999,105867500
2017-01-16,47.340000,49.736000,46.874001,48.945999,48.945999,101615500
2017-01-23,49.169998,51.692001,49.099998,50.590000,50.590000,113447000
2017-01-30,50.506001,51.178001,49.419998,50.265999,50.265999,82812500
2017-02-06,50.200001,54.236000,50.125999,53.846001,53.846001,115901000
2017-02-13,54.147999,57.478001,52.830002,54.445999,54.445999,163285500
2017-02-20,55.090000,56.689999,50.040001,51.400002,51.400002,187592500
2017-02-27,49.633999,50.970001,48.402000,50.313999,50.313999,143098000
2017-03-06,49.582001,50.778000,48.599998,48.737999,48.737999,87429000
2017-03-13,48.964001,53.150002,48.556000,52.299999,52.299999,147907500
2017-03-20,52.119999,52.959999,50.048000,52.632000,52.632000,117748500
2017-03-27,52.119999,56.400002,51.950001,55.660000,55.660000,126688000
